student_ID,t1,t2,t3,t4,t5,t6,t7,t8,final_grade,final_exam
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887613,20.48,34.67,0,34.7,0,0,37.2,137.05,1007.8,148
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
887614,21.14,0,47.68,0,17.61,63.01,0,61.44,1155.2,168
